,season,day,landscape,year,method,wolf_seen
2696,autumn,tue,grasslands,1994,human,False
1031,winter,wed,grasslands,1994,robot-spy,False
398,autumn,sun,grasslands,1994,robot-spy,True
3726,summer,tue,grasslands,1994,robot-spy,False
2671,summer,wed,forest,1994,human,False
3721,spring,sun,forest,1994,human,False
2653,autumn,sun,hills,1994,human,False
3233,spring,thu,forest,1994,robot-spy,False
3234,summer,fri,mountains,1994,drone,False
505,autumn,tue,forest,1994,robot-spy,True
1136,winter,fri,mountains,1994,robot-spy,False
379,autumn,wed,hills,1994,human,True
2410,spring,sun,hills,1994,robot-spy,False
3688,autumn,fri,grasslands,1994,robot-spy,False
579,autumn,sun,hills,1994,human,True
2424,autumn,mon,hills,1994,human,False
3684,winter,wed,forest,1994,human,False
2588,spring,tue,mountains,1994,human,False
1063,winter,sun,forest,1994,robot-spy,False
3307,summer,fri,forest,1994,human,False
3311,autumn,tue,hills,1994,human,False
3337,autumn,sat,hills,1994,human,False
2468,summer,mon,hills,1994,human,False
3365,summer,wed,forest,1994,human,False
3710,winter,sat,hills,1994,human,False
2314,summer,mon,forest,1994,robot-spy,False
3789,autumn,mon,forest,1994,human,False
3138,summer,tue,mountains,1994,human,False
2970,autumn,sat,grasslands,1994,human,False
3989,spring,tue,hills,1994,human,False
2188,autumn,sat,grasslands,1994,human,False
2984,spring,wed,mountains,1994,human,False
2995,winter,wed,forest,1994,human,False
480,summer,tue,grasslands,1994,drone,True
3032,spring,tue,grasslands,1994,human,False
1120,spring,sat,forest,1994,human,False
2247,autumn,mon,mountains,1994,human,False
3890,winter,mon,mountains,1994,human,False
3089,spring,fri,grasslands,1994,robot-spy,False
3867,winter,sat,forest,1994,human,False
616,autumn,sun,grasslands,1994,human,True
3497,spring,wed,hills,1994,robot-spy,False
2277,autumn,wed,forest,1994,human,False
275,autumn,fri,grasslands,1994,robot-spy,True
2303,autumn,mon,forest,1994,robot-spy,False
491,winter,wed,hills,1995,robot-spy,True
4816,summer,fri,grasslands,1995,robot-spy,False
2575,autumn,sun,forest,1995,human,False
4668,spring,sat,hills,1995,robot-spy,False
2801,autumn,fri,forest,1995,drone,False
5098,spring,mon,grasslands,1995,robot-spy,False
4826,spring,wed,grasslands,1995,human,False
3338,autumn,fri,hills,1995,human,False
4588,autumn,wed,hills,1995,drone,False
3181,summer,sun,hills,1995,human,False
1207,autumn,sun,grasslands,1995,human,False
421,spring,tue,mountains,1995,robot-spy,True
105,autumn,wed,grasslands,1995,human,True
4580,summer,tue,grasslands,1995,robot-spy,False
1550,spring,wed,grasslands,1995,human,False
3384,spring,sat,forest,1995,drone,False
3385,autumn,sat,hills,1995,robot-spy,False
3410,autumn,fri,mountains,1995,human,False
2514,winter,thu,grasslands,1995,human,False
2602,summer,mon,mountains,1995,human,False
4681,autumn,fri,grasslands,1995,human,False
15,autumn,mon,mountains,1995,robot-spy,True
4997,spring,sat,mountains,1995,robot-spy,False
397,autumn,fri,hills,1995,robot-spy,True
4734,winter,mon,hills,1995,human,False
1439,winter,thu,hills,1995,human,False
3109,winter,mon,forest,1995,robot-spy,False
3125,autumn,tue,mountains,1995,human,False
4747,spring,wed,mountains,1995,robot-spy,False
2655,autumn,tue,forest,1995,human,False
4719,winter,wed,grasslands,1995,human,False
4902,spring,tue,grasslands,1995,human,False
3071,autumn,fri,grasslands,1995,drone,False
37,summer,wed,hills,1995,human,True
3247,summer,tue,forest,1995,drone,False
1065,autumn,wed,mountains,1995,robot-spy,False
2785,winter,wed,hills,1995,human,False
3226,spring,thu,mountains,1995,human,False
4753,summer,mon,hills,1995,human,False
482,autumn,mon,hills,1995,drone,True
770,autumn,wed,mountains,1995,human,True
4927,summer,mon,grasslands,1995,human,False
1051,spring,mon,hills,1995,human,False
1126,spring,thu,hills,1995,human,False
1043,summer,sun,grasslands,1995,human,False
1572,winter,mon,hills,1995,human,False
3483,summer,fri,forest,1995,robot-spy,False
891,winter,tue,grasslands,1995,human,False
4220,summer,sun,grasslands,1995,human,False
3791,spring,fri,forest,1995,drone,False
2330,spring,sun,mountains,1995,human,False
4209,winter,sun,mountains,1995,robot-spy,False
1909,spring,sat,hills,1995,human,False
4201,spring,thu,hills,1995,human,False
195,autumn,thu,mountains,1995,robot-spy,True
4185,autumn,sat,hills,1995,human,False
3829,summer,tue,hills,1995,human,False
1938,autumn,sat,mountains,1995,human,False
3841,winter,tue,hills,1995,robot-spy,False
210,autumn,wed,grasslands,1995,human,True
3865,autumn,sat,grasslands,1995,human,False
2020,spring,fri,grasslands,1995,human,False
3871,spring,sun,grasslands,1995,human,False
3998,winter,fri,mountains,1995,robot-spy,False
2154,spring,sat,hills,1995,human,False
2929,autumn,wed,grasslands,1995,human,False
1162,spring,tue,forest,1995,human,False
4088,winter,thu,mountains,1995,human,False
2136,autumn,sat,forest,1995,robot-spy,False
2362,autumn,sat,grasslands,1995,human,False
3952,summer,sat,grasslands,1995,human,False
2236,winter,mon,grasslands,1995,human,False
2243,winter,sun,forest,1995,human,False
3906,autumn,wed,forest,1995,human,False
624,autumn,sun,hills,1995,human,True
2252,spring,wed,mountains,1995,human,False
3901,summer,thu,mountains,1995,human,False
3942,spring,sun,forest,1995,drone,False
3752,summer,wed,grasslands,1995,human,False
698,summer,fri,grasslands,1995,human,True
1832,summer,sun,hills,1995,human,False
1580,spring,wed,hills,1995,robot-spy,False
4525,summer,sat,grasslands,1995,robot-spy,False
1198,summer,fri,hills,1995,human,False
4521,spring,wed,mountains,1995,robot-spy,False
3563,spring,thu,grasslands,1995,human,False
4519,winter,tue,forest,1995,human,False
3567,winter,sat,mountains,1995,robot-spy,False
4016,summer,mon,hills,1995,drone,False
4506,winter,sat,hills,1995,human,False
1668,winter,sat,forest,1995,robot-spy,False
3618,spring,fri,forest,1995,human,False
2465,winter,fri,forest,1995,human,False
3745,spring,mon,hills,1995,robot-spy,False
3652,winter,sun,forest,1995,robot-spy,False
3641,autumn,fri,hills,1995,drone,False
2448,summer,fri,mountains,1995,robot-spy,False
4281,summer,thu,forest,1995,human,False
1812,autumn,sun,forest,1995,human,False
2391,spring,wed,forest,1995,drone,False
4299,summer,sun,forest,1995,human,False
4346,winter,tue,grasslands,1995,human,False
2393,spring,fri,hills,1995,human,False
129,spring,mon,grasslands,1995,robot-spy,True
1787,summer,sat,forest,1995,human,False
1035,summer,wed,forest,1995,human,False
898,summer,sat,forest,1995,human,False
2436,autumn,tue,grasslands,1995,human,False
2440,autumn,thu,mountains,1995,human,False
1130,summer,thu,forest,1995,human,False
4382,winter,mon,mountains,1995,human,False
2933,winter,fri,mountains,1995,human,False
1006,spring,sun,grasslands,1996,human,False
1115,winter,wed,hills,1996,human,False
1112,summer,sun,hills,1996,human,False
1058,summer,fri,hills,1996,human,False
1046,winter,sun,hills,1996,human,False
1093,summer,thu,hills,1996,drone,False
2999,autumn,sun,grasslands,1996,human,False
1323,spring,mon,mountains,1996,human,False
4135,autumn,fri,forest,1996,robot-spy,False
4053,summer,sat,grasslands,1996,human,False
3960,summer,sun,hills,1996,human,False
3915,spring,tue,hills,1996,human,False
3907,spring,tue,forest,1996,human,False
3882,spring,mon,grasslands,1996,robot-spy,False
3779,summer,mon,forest,1996,drone,False
3713,summer,sat,forest,1996,human,False
4139,winter,mon,hills,1996,human,False
3619,winter,fri,mountains,1996,human,False
3524,summer,fri,forest,1996,human,False
3457,winter,fri,hills,1996,human,False
3412,summer,mon,hills,1996,human,False
3400,summer,thu,hills,1996,human,False
3363,summer,thu,grasslands,1996,robot-spy,False
3309,autumn,fri,hills,1996,human,False
3305,winter,sun,forest,1996,human,False
3270,winter,thu,forest,1996,human,False
3568,spring,wed,mountains,1996,drone,False
4158,autumn,thu,mountains,1996,robot-spy,False
4180,summer,tue,hills,1996,robot-spy,False
4204,winter,wed,hills,1996,robot-spy,False
5012,spring,wed,grasslands,1996,drone,False
4932,spring,wed,grasslands,1996,human,False
4914,summer,sun,forest,1996,human,False
4892,winter,tue,forest,1996,drone,False
4836,autumn,tue,forest,1996,human,False
4786,winter,sun,hills,1996,robot-spy,False
4723,autumn,wed,mountains,1996,human,False
4718,summer,thu,forest,1996,robot-spy,False
4693,summer,wed,hills,1996,robot-spy,False
4690,autumn,mon,mountains,1996,robot-spy,False
4466,winter,fri,forest,1996,drone,False
4444,summer,wed,mountains,1996,human,False
4398,summer,tue,mountains,1996,robot-spy,False
4352,summer,wed,grasslands,1996,human,False
4345,spring,sat,grasslands,1996,human,False
4266,winter,sun,grasslands,1996,human,False
4230,spring,mon,mountains,1996,drone,False
4224,summer,sat,hills,1996,drone,False
4221,spring,tue,forest,1996,human,False
3225,autumn,tue,forest,1996,human,False
3200,winter,tue,mountains,1996,human,False
3169,autumn,tue,grasslands,1996,human,False
3151,autumn,sat,grasslands,1996,human,False
2170,autumn,tue,mountains,1996,drone,False
2143,summer,thu,grasslands,1996,robot-spy,False
2031,autumn,sun,forest,1996,human,False
1963,summer,thu,mountains,1996,human,False
1860,autumn,sat,hills,1996,human,False
1834,autumn,mon,grasslands,1996,human,False
1827,autumn,tue,forest,1996,human,False
1798,winter,fri,hills,1996,human,False
1791,winter,mon,mountains,1996,drone,False
1761,spring,tue,grasslands,1996,drone,False
1758,autumn,mon,forest,1996,human,False
1751,spring,mon,hills,1996,robot-spy,False
1742,winter,tue,mountains,1996,robot-spy,False
1706,winter,thu,grasslands,1996,drone,False
1604,autumn,wed,forest,1996,human,False
1553,summer,sun,grasslands,1996,robot-spy,False
1540,summer,wed,mountains,1996,human,False
1495,spring,sat,forest,1996,human,False
1458,summer,sat,forest,1996,human,False
2177,autumn,wed,grasslands,1996,human,False
1275,winter,mon,hills,1996,robot-spy,False
2196,spring,mon,forest,1996,human,False
2241,spring,fri,hills,1996,human,False
3104,summer,tue,mountains,1996,human,False
3042,summer,wed,forest,1996,human,False
3022,summer,mon,mountains,1996,robot-spy,False
2982,summer,mon,grasslands,1996,human,False
2906,summer,tue,forest,1996,human,False
2886,summer,mon,forest,1996,human,False
2865,summer,sat,hills,1996,human,False
2836,autumn,thu,grasslands,1996,drone,False
2831,autumn,sun,hills,1996,human,False
2767,summer,wed,grasslands,1996,robot-spy,False
2683,winter,fri,mountains,1996,human,False
2531,summer,sat,mountains,1996,human,False
2441,autumn,thu,forest,1996,robot-spy,False
2426,winter,mon,hills,1996,drone,False
2408,spring,fri,hills,1996,human,False
2404,spring,tue,grasslands,1996,human,False
2379,spring,wed,forest,1996,human,False
2351,autumn,sun,grasslands,1996,robot-spy,False
2307,spring,tue,hills,1996,human,False
2235,summer,mon,grasslands,1996,human,False
916,spring,mon,forest,1996,drone,False
5179,summer,mon,hills,1996,human,False
222,winter,fri,hills,1996,human,True
818,autumn,sun,forest,1996,human,False
589,winter,sun,hills,1996,human,True
744,autumn,wed,mountains,1996,human,True
330,summer,thu,forest,1996,human,True
906,summer,sun,forest,1996,robot-spy,False
642,summer,wed,grasslands,1996,human,True
93,autumn,mon,grasslands,1996,human,True
880,winter,fri,grasslands,1996,robot-spy,False
506,winter,thu,hills,1996,drone,True
853,spring,mon,forest,1996,drone,False
779,summer,mon,hills,1996,robot-spy,True
874,autumn,sun,hills,1996,human,False
396,summer,wed,forest,1996,drone,True
344,winter,thu,grasslands,1996,human,True
2381,winter,thu,grasslands,1997,human,False
2396,autumn,wed,hills,1997,human,False
2447,spring,sat,grasslands,1997,human,False
1040,spring,sat,grasslands,1997,robot-spy,False
2419,winter,sat,grasslands,1997,human,False
3336,summer,fri,forest,1997,human,False
4057,summer,sun,hills,1997,human,False
3301,summer,wed,forest,1997,robot-spy,False
573,winter,tue,hills,1997,human,True
3350,spring,sun,hills,1997,robot-spy,False
3323,summer,sat,forest,1997,human,False
133,autumn,thu,grasslands,1997,robot-spy,True
528,autumn,fri,mountains,1997,human,True
1245,autumn,fri,grasslands,1997,human,False
4005,winter,mon,mountains,1997,drone,False
2192,spring,fri,forest,1997,robot-spy,False
3445,autumn,tue,forest,1997,human,False
2198,winter,wed,grasslands,1997,human,False
3424,spring,wed,grasslands,1997,human,False
4552,spring,sun,grasslands,1997,human,False
5127,autumn,thu,forest,1997,human,False
3413,winter,thu,mountains,1997,human,False
2846,spring,thu,forest,1997,human,False
3409,winter,sun,grasslands,1997,human,False
4528,summer,thu,hills,1997,drone,False
2291,autumn,sun,hills,1997,drone,False
4031,spring,mon,mountains,1997,drone,False
4447,spring,mon,mountains,1997,human,False
605,winter,wed,grasslands,1997,human,True
4492,winter,tue,mountains,1997,drone,False
2311,summer,thu,grasslands,1997,human,False
569,autumn,wed,hills,1997,human,True
1211,autumn,sat,mountains,1997,robot-spy,False
4358,autumn,mon,mountains,1997,human,False
2997,summer,fri,mountains,1997,human,False
519,winter,mon,hills,1997,human,True
2962,autumn,tue,mountains,1997,human,False
5099,summer,thu,hills,1997,drone,False
4253,winter,mon,grasslands,1997,drone,False
4343,autumn,sat,grasslands,1997,human,False
2642,autumn,fri,forest,1997,human,False
4331,winter,fri,mountains,1997,human,False
2728,autumn,thu,grasslands,1997,drone,False
2730,summer,thu,hills,1997,human,False
2740,winter,wed,forest,1997,robot-spy,False
507,autumn,fri,mountains,1997,robot-spy,True
4273,autumn,tue,mountains,1997,human,False
4302,winter,tue,forest,1997,robot-spy,False
497,autumn,thu,hills,1997,drone,True
2724,winter,sun,forest,1997,human,False
1443,autumn,sat,mountains,1997,robot-spy,False
3021,spring,sat,forest,1997,human,False
3025,spring,sun,forest,1997,human,False
4570,summer,sun,hills,1997,human,False
567,autumn,thu,mountains,1997,robot-spy,True
3186,spring,sat,mountains,1997,human,False
3160,autumn,sun,grasslands,1997,human,False
137,winter,wed,hills,1997,human,True
4163,winter,mon,hills,1997,robot-spy,False
4175,spring,tue,forest,1997,drone,False
4414,autumn,thu,mountains,1997,robot-spy,False
142,autumn,mon,mountains,1997,human,True
3068,summer,tue,hills,1997,robot-spy,False
832,summer,wed,grasslands,1997,human,False
539,winter,sun,mountains,1997,robot-spy,True
4199,summer,wed,grasslands,1997,robot-spy,False
912,summer,tue,hills,1997,drone,False
532,winter,thu,mountains,1997,drone,True
2594,summer,sat,hills,1997,robot-spy,False
2601,summer,mon,hills,1997,robot-spy,False
387,spring,mon,hills,1997,human,True
2120,summer,tue,forest,1997,drone,False
2827,winter,tue,mountains,1997,human,False
3961,autumn,fri,mountains,1997,human,False
4885,spring,sat,forest,1997,human,False
3585,spring,fri,mountains,1997,drone,False
971,spring,tue,mountains,1997,drone,False
1708,summer,sat,grasslands,1997,human,False
4710,winter,mon,forest,1997,robot-spy,False
4711,autumn,tue,grasslands,1997,robot-spy,False
3603,winter,thu,hills,1997,robot-spy,False
1901,winter,wed,grasslands,1997,human,False
1601,winter,thu,grasslands,1997,human,False
3642,summer,tue,forest,1997,human,False
4732,spring,fri,hills,1997,human,False
3649,autumn,tue,forest,1997,human,False
4981,winter,sun,hills,1997,human,False
4748,spring,sat,mountains,1997,human,False
299,winter,thu,forest,1997,robot-spy,True
737,autumn,thu,mountains,1997,robot-spy,True
1648,summer,fri,mountains,1997,robot-spy,False
1365,spring,tue,mountains,1997,robot-spy,False
58,spring,sat,grasslands,1997,human,True
939,summer,sat,mountains,1997,human,False
1649,winter,sun,grasslands,1997,drone,False
4796,spring,mon,forest,1997,human,False
733,spring,mon,hills,1997,robot-spy,True
3686,winter,sat,grasslands,1997,human,False
1372,spring,sat,mountains,1997,human,False
3694,winter,wed,mountains,1997,human,False
958,spring,thu,mountains,1997,robot-spy,False
1400,summer,fri,hills,1997,human,False
3702,spring,sat,mountains,1997,robot-spy,False
3852,winter,thu,hills,1997,human,False
4919,autumn,sat,grasslands,1997,robot-spy,False
4642,winter,thu,mountains,1997,human,False
1312,winter,fri,forest,1997,human,False
1491,summer,mon,mountains,1997,drone,False
1505,summer,sun,forest,1997,robot-spy,False
4999,autumn,wed,grasslands,1997,drone,False
3832,summer,thu,forest,1997,drone,False
1999,winter,thu,grasslands,1997,human,False
1516,winter,fri,mountains,1997,robot-spy,False
674,autumn,mon,mountains,1997,robot-spy,True
3858,spring,sat,forest,1997,human,False
1459,summer,mon,grasslands,1997,human,False
1427,autumn,mon,forest,1997,human,False
1322,winter,sun,hills,1997,robot-spy,False
3780,autumn,mon,grasslands,1997,drone,False
3557,spring,tue,forest,1997,human,False
3549,summer,thu,mountains,1997,human,False
1634,autumn,sat,hills,1998,human,False
4300,autumn,fri,hills,1998,human,False
1687,winter,wed,grasslands,1998,human,False
2807,summer,wed,forest,1998,human,False
2812,autumn,sat,forest,1998,robot-spy,False
4311,spring,sat,hills,1998,drone,False
1474,winter,thu,hills,1998,drone,False
1173,autumn,tue,forest,1998,human,False
4394,autumn,tue,grasslands,1998,human,False
2670,summer,mon,forest,1998,drone,False
2625,winter,thu,hills,1998,robot-spy,False
2664,winter,sat,mountains,1998,robot-spy,False
